citation_key_lr,citation_key_cp,focal_citations,textual,separate,comp_sup,prp,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,sentence_popularity amin,sentence_popularity amax,sentence_popularity mean,context_popularity amin,context_popularity amax,context_popularity mean,sentence_density amin,sentence_density amax,sentence_density mean,context_density amin,context_density amax,context_density mean,position_in_sentence amin,position_in_sentence amax,position_in_sentence mean,sentence_neg amin,sentence_neg amax,sentence_neg mean,sentence_neu amin,sentence_neu amax,sentence_neu mean,sentence_pos amin,sentence_pos amax,sentence_pos mean,sentence_compound amin,sentence_compound amax,sentence_compound mean,context_neg amin,context_neg amax,context_neg mean,context_neu amin,context_neu amax,context_neu mean,context_pos amin,context_pos amax,context_pos mean,context_compound amin,context_compound amax,context_compound mean,self_citation,title_similarity,abstract_similarity,SYN,TT,TB,RG,CRI,RA,total_references,total_citations,weighted_citation_count,mention_positions_10,mention_positions_20,mention_positions_30,mention_positions_40,mention_positions_50,mention_positions_60,mention_positions_70,mention_positions_80,mention_positions_90,mention_positions_100,heading_category_NA,heading_category_intro,heading_category_background,heading_category_theory,heading_category_methods,heading_category_results,heading_category_implications,heading_category_appendix,ref_in_title,ref_in_heading,ref_in_figure_description,ref_in_table_description,USE
Brynjolfsson1993,Davamanirajan2006,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.987654320987654,0.987654320987654,0.987654320987654,0,0,0,1,1,1,0,0,0,0,0,0,0.067,0.067,0.067,0.933,0.933,0.933,0,0,0,-0.3612,-0.3612,-0.3612,False,0.023307113338497,0.064269433963447,True,False,True,True,True,False,72,113,0.008849557522124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,0,0,False
Brynjolfsson1996,Davamanirajan2006,1,0,0,0,0,0,1,1,0,0,0,1,1,1,4,4,4,0.5,0.5,0.5,0.2,0.2,0.2,0.943396226415094,0.943396226415094,0.943396226415094,0.17,0.17,0.17,0.752,0.752,0.752,0.078,0.078,0.078,-0.4215,-0.4215,-0.4215,0.074,0.074,0.074,0.744,0.744,0.744,0.182,0.182,0.182,0.8663,0.8663,0.8663,False,0.033016744534328,0.084022885823818,True,False,False,True,True,False,72,113,0.008849557522124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0,0,0,False
Kohli2003,Davamanirajan2006,2,0,1,0,0,0,0,0,0,1,0,0,21,10.5,5,21,13,0.045454545454546,1,0.522727272727273,0.045454545454546,0.285714285714286,0.165584415584416,0,0.49211356466877,0.246056782334385,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.907,0.959,0.933,0.041,0.093,0.067,0.4939,0.8591,0.6765,False,0.016438108347152,0.211235546808638,True,True,False,False,False,False,72,113,0.017699115044248,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,0,0,0,False
Soh1995,Davamanirajan2006,1,0,0,0,0,0,0,0,0,1,0,21,21,21,21,21,21,0.045454545454546,0.045454545454546,0.045454545454546,0.045454545454546,0.045454545454546,0.045454545454546,0.26813880126183,0.26813880126183,0.26813880126183,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.907,0.907,0.907,0.093,0.093,0.093,0.8591,0.8591,0.8591,False,0.176657106339981,0.325458303013732,True,False,True,False,False,False,72,113,0.008849557522124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0,0,0,False
Brynjolfsson1993,Dehning2003,4,4,0,0,1,0,3,4,0,1,0,4,8,5.25,4,10,6.5,0.111111111111111,0.285714285714286,0.199206349206349,0.090909090909091,0.285714285714286,0.175405844155844,0.401162790697674,0.833333333333333,0.561570422330238,0,0.052,0.013,0.827,1,0.8885,0,0.173,0.0985,-0.0314,0.5859,0.2851,0,0.026,0.0065,0.878,1,0.92775,0,0.122,0.06575,-0.0314,0.8625,0.42075,False,0.006628510884818,0.010681920440541,True,False,True,True,True,False,72,153,0.026143790849673,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,False,0,0,0,False
Brynjolfsson1993,Dehning2004,1,0,0,0,0,0,1,1,0,0,0,1,1,1,4,4,4,0.5,0.5,0.5,0.2,0.2,0.2,0.970873786407767,0.970873786407767,0.970873786407767,0.085,0.085,0.085,0.724,0.724,0.724,0.191,0.191,0.191,0.6908,0.6908,0.6908,0.043,0.043,0.043,0.792,0.792,0.792,0.165,0.165,0.165,0.8779,0.8779,0.8779,False,0.001199336398432,0.063374572433446,True,False,True,True,True,False,51,110,0.009090909090909,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0,0,0,False
Brynjolfsson1993,Demirhan2005,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.918181818181818,0.918181818181818,0.918181818181818,0.12,0.12,0.12,0.576,0.576,0.576,0.304,0.304,0.304,0.3612,0.3612,0.3612,0.062,0.062,0.062,0.782,0.782,0.782,0.156,0.156,0.156,0.3612,0.3612,0.3612,False,0.528112749882095,0.086075118076008,True,False,True,True,True,False,58,68,0.014705882352941,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0,0,0,False
Brynjolfsson1993,Devaraj2000,1,0,0,0,0,0,1,1,0,0,0,3,3,3,5,5,5,0.25,0.25,0.25,0.166666666666667,0.166666666666667,0.166666666666667,0.836601307189543,0.836601307189543,0.836601307189543,0.057,0.057,0.057,0.943,0.943,0.943,0,0,0,-0.1027,-0.1027,-0.1027,0.064,0.064,0.064,0.916,0.916,0.916,0.02,0.02,0.02,-0.4215,-0.4215,-0.4215,False,0.381209045865642,0.117162673309871,True,False,True,True,True,False,74,96,0.010416666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0,0,0,False
Brynjolfsson1996,Devaraj2000,1,0,0,0,0,0,1,1,0,0,0,3,3,3,5,5,5,0.25,0.25,0.25,0.166666666666667,0.166666666666667,0.166666666666667,0.888888888888889,0.888888888888889,0.888888888888889,0.057,0.057,0.057,0.943,0.943,0.943,0,0,0,-0.1027,-0.1027,-0.1027,0.064,0.064,0.064,0.916,0.916,0.916,0.02,0.02,0.02,-0.4215,-0.4215,-0.4215,False,0.346443226196884,0.020366943299811,True,False,False,True,True,False,74,96,0.010416666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0,0,0,False
Soh1995,Devaraj2000,3,0,2,0,0,0,1,2,0,0,0,0,2,0.666666666666667,0,2,0.666666666666667,0.333333333333333,1,0.777777777777778,0.333333333333333,1,0.777777777777778,0,0.994152046783626,0.463533916975212,0,0,0,0.81,0.915,0.867333333333333,0.085,0.19,0.132666666666667,0.2023,0.6597,0.400666666666667,0,0.032,0.010666666666667,0.686,0.927,0.836,0.073,0.283,0.153666666666667,0.4939,0.9325,0.687766666666667,False,0.013101117245861,0.064379325852857,True,False,True,False,False,False,74,96,0.03125,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,False,0,0,0,False
