citation_key_lr,citation_key_cp,self_citation,title_similarity,abstract_similarity,ref_in_title,NOT,SYN_TB,CRI_ADDR,RG_SYN,RG_CLOSE,RA_CLOSE,TB_TB,TB_TT,TB_RG,TT_TT,TT_RG
Piccoli2005,Pang2014a,False,0.00031564035120603133,0.09910334268243284,False,True,False,False,False,False,False,False,False,False,False,False
Kohli2008,Pang2014a,False,0.12177007284430182,0.2112496890285295,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Pare2008,False,0.3620115996412451,0.03736861919343385,False,True,False,False,False,False,False,False,False,False,False,False
Kohli2003,Pare2008,False,0.34228885705136386,0.19495385492043413,False,True,False,False,False,False,False,False,False,False,False,False
Chan2000,Pare2008,False,0.005786146526355921,0.2882343777581107,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Peppard2000,False,0.15604617155789383,0.032866316534119394,False,False,True,False,False,False,False,True,False,False,False,False
Soh1995,Peppard2000,False,0.17474336286815192,0.25687987467634765,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Petter2013,False,0.19568580774483993,0.051159185794990826,False,False,False,False,False,False,False,False,False,True,False,False
DeLone1992,Petter2013,True,0.8636423730851085,0.6769200342401636,False,False,True,False,False,False,False,True,True,True,False,False
DeLone2003,Petter2013,True,0.44298338246011326,0.6580734319703215,False,False,True,False,False,False,False,True,True,False,False,False
Larsen2003,Petter2013,False,0.4557073672346719,0.4773721656603711,False,True,False,False,False,False,False,False,False,False,False,False
Chan2000,Petter2013,False,0.0039381914015015505,0.13290941771999804,False,True,False,False,False,False,False,False,False,False,False,False
Petter2008,Petter2013,True,0.44808671551889334,0.7360229627141793,False,False,True,False,False,False,False,False,False,False,True,False
Hwang2000,Petter2013,False,0.32584645620301544,0.6898777752068732,False,False,False,False,False,False,False,False,False,True,False,False
Petter2009,Petter2013,True,0.2953550939444621,0.5894275200635295,False,False,False,False,False,False,False,False,False,False,True,False
Brynjolfsson1993,Pinsonneault1998,False,0.8317825162280892,0.15487127798469652,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Quan2003,False,0.39089620078245546,0.18120023411416084,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1996,Quan2003,False,0.3611287851604668,0.20886001185819095,False,True,False,False,False,False,False,False,False,False,False,False
Soh1995,Quan2003,False,0.00607503328980611,0.1010055277911017,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Ragowsky2000,False,-0.001954618791353553,0.14005264973302456,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Ravichandran2009,False,0.33559844772823544,0.029775879101497277,False,False,True,False,False,False,False,True,False,False,False,False
Brynjolfsson1993,Ray2005,False,0.34642493335918106,0.0437824342660416,False,False,True,False,False,False,False,True,False,False,False,False
Brynjolfsson1993,Remenyi2002,False,-0.008615979414515649,0.049435015036419776,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Renaud2016,False,0.004511550637541131,0.07425284445608808,False,True,False,False,False,False,False,False,False,False,False,False
Melville2004,Renaud2016,False,-0.003963474272688637,0.24689863849051324,False,True,False,False,False,False,False,False,False,False,False,False
Seddon2014,Renaud2016,False,0.26450233210090707,0.0,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Ryan2000,False,0.29679095468410344,-0.025372897796970446,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Sabherwal2015,False,0.35612341176012124,0.12356959065688021,False,True,False,False,False,False,False,False,False,False,False,False
Soh1995,Sabherwal2015,False,-0.0030756744350887493,0.20215164135787136,False,False,True,False,False,False,False,True,False,False,False,False
Kohli2003,Sabherwal2015,False,0.22671869998277802,0.22900613706520986,True,False,True,False,False,False,False,False,False,False,True,True
Melville2004,Sabherwal2015,False,0.37467475602743566,0.2223077610770273,False,True,False,False,False,False,False,False,False,False,False,False
Kohli2008,Sabherwal2015,False,-0.0022559643997940313,0.22302257993678318,False,False,True,False,False,False,True,False,False,False,False,False
Dedrick2003,Sabherwal2015,False,0.4045406957589713,0.23785037706231807,False,True,False,False,False,False,False,False,False,False,False,False
Schryen2013,Sabherwal2015,False,0.008151950614418048,0.0,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Sawyer2000,False,-0.00373736434857369,0.05301290847535928,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Schryen2013,False,0.006896838361969537,0.0980219584009907,False,False,True,False,False,False,False,True,False,False,False,False
Brynjolfsson1996,Schryen2013,False,0.006005850246707706,0.13130326170090378,False,False,True,False,True,False,False,False,False,False,False,False
Irani2002,Schryen2013,False,0.0012926369235448406,0.11015435695804977,False,True,False,False,False,False,False,False,False,False,False,False
Soh1995,Schryen2013,False,0.25458372637732624,0.38372838606158194,False,False,True,False,False,False,False,True,False,True,False,False
DeLone1992,Schryen2013,False,0.00398608033292843,0.11193742135845888,False,True,False,False,False,False,False,False,False,False,False,False
DeLone2003,Schryen2013,False,0.0024800337887087606,0.10522715175807379,False,True,False,False,False,False,False,False,False,False,False,False
Seddon1999,Schryen2013,False,0.0035130778926517584,0.15375941145323052,False,False,False,False,False,False,False,False,False,False,False,False
Melville2004,Schryen2013,False,0.19903044397543257,0.301959558172416,False,False,True,False,True,False,False,True,False,False,False,False
Chan2000,Schryen2013,False,0.10004893201192765,0.17368016102268047,False,True,False,False,False,False,False,False,False,False,False,False
Wade2004,Schryen2013,False,0.14570224651688762,0.1500910626548242,False,False,False,False,True,False,False,False,False,False,False,False
Piccoli2005,Schryen2013,False,0.0034849694453847305,0.15330933751585651,False,True,False,False,False,False,False,False,False,False,False,False
Kohli2008,Schryen2013,False,0.29587514824007616,0.41861702665559314,False,False,False,False,True,False,False,False,False,False,False,False
Dehning2002,Schryen2013,False,0.1258048673671465,0.3275699473757577,False,False,True,False,True,False,False,True,False,True,False,False
Dedrick2003,Schryen2013,False,0.007433462960821783,0.30075679535422295,False,False,True,False,True,False,False,True,False,False,False,False
